Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Bulgaria,BGR,7546.727384,6421.979266,16319.78098,16651.9352,17619.60519,18392.16124,20080.81808,21473.80481,23011.54091,24411.28163,24799.07454,27926.10922
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Burkina Faso,BFA,568.6301463,899.5848205,1568.066859,1629.317836,1637.928051,1657.916107,1833.433053,1978.155012,2100.222262,2199.116626,2208.398229,2394.705365
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Burundi,BDI,609.3716475,532.4259199,651.9523273,696.4970002,728.8700603,797.0501141,766.5872206,750.7876163,758.1376112,760.4533989,750.3130621,774.5428909
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Cabo Verde,CPV,984.8380436,2829.98839,5506.923861,5490.367069,5455.468333,5696.665827,6014.305554,6320.342096,6690.56938,7123.550529,6084.456051,6716.956331
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Cambodia,KHM,..,1077.41477,2867.537377,3051.001466,3198.673549,3411.577267,3708.369109,3972.724164,4318.381235,4652.708167,4510.372357,4783.903614
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Cameroon,CMR,2014.180376,2083.234248,3022.358011,3194.162032,3369.32489,3437.789826,3559.13512,3691.094724,3821.671109,3915.051508,3866.254472,4065.31161
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Canada,CAN,..,29362.08416,42290.96541,44298.57873,45753.75055,44670.08054,46472.34025,48317.17458,49992.76228,49299.21177,46572.13743,52085.03569
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Cayman Islands,CYM,..,..,65118.44547,64286.00551,64432.35057,65087.71734,66970.31359,69534.77191,72743.31905,75458.5687,70767.81292,74155.27789
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Central African Republic,CAF,634.1773245,652.3937607,1024.247563,683.9656325,670.1038234,733.7495807,787.4711684,839.6000095,875.065113,898.1373028,894.1933731,920.0784701
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Chad,TCD,713.9143997,773.6499304,1734.843414,1569.49404,1672.98072,1816.288184,1660.984878,1579.7606,1600.897168,1627.920102,1570.742918,1566.041161
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Chile,CHL,4480.975088,9579.822442,21584.68127,22425.58942,22779.42767,22691.48662,23492.28786,24546.91242,25564.53672,25206.40166,24849.70664,28684.78027
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,China,CHN,981.4192074,2917.24253,11168.6973,11872.49738,12480.33853,12897.50229,13483.37727,14243.53261,15495.54842,16652.0988,17189.28179,19338.23408
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Colombia,COL,5083.670494,6753.464794,12095.6485,12798.66319,13390.03195,13378.67515,13971.33959,14334.91461,15161.31797,15720.5742,14854.52172,16819.17629
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Comoros,COM,1513.473758,1818.022052,2655.734875,2795.243466,2887.065504,2884.774852,3053.302585,3240.17917,3373.545867,3429.531083,3398.849344,3546.843502
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,"Congo, Dem. Rep.",COD,848.096959,432.6993394,650.9215896,731.9328213,824.4124376,877.6808352,932.4051652,1023.539833,1073.289169,1104.624423,1101.250402,1179.499142
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,"Congo, Rep.",COG,3429.411702,3687.232246,6062.822776,5810.922383,5681.772202,4448.916586,3687.580949,4073.926085,3876.869795,3851.010258,3570.016965,3553.287985
